paper_id,technology_name
https://openalex.org/W4390578745,Advanced Semiconductors and Microelectronics
https://openalex.org/W4400300417,Sustainable aviation fuel
https://openalex.org/W4392249452,Personalized Health Platforms
https://openalex.org/W4390619433,Advanced Semiconductors and Microelectronics
https://openalex.org/W1523865339,The Circular Economy
https://openalex.org/W2062410155,Machine Learning
https://openalex.org/W4394772750,Next-Generation Software Development
https://openalex.org/W4401338748,Advanced Computing
https://openalex.org/W4213343795,Personalized Health Platforms
https://openalex.org/W4396946000,Personalized Health Platforms
https://openalex.org/W4393317860,Digital Immune System
https://openalex.org/W4394970555,Wearable plant sensors
https://openalex.org/W3016904718,Quantum Technologies
https://openalex.org/W4395021297,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4403309342,Advanced Engineering Materials
https://openalex.org/W4400708108,Machine Learning
https://openalex.org/W4396189555,Wearable plant sensors
https://openalex.org/W4400662300,The IoT
https://openalex.org/W4402525333,Wireless Biomarker Devices
https://openalex.org/W4402275599,Digital Immune System
https://openalex.org/W4395342265,Wearable plant sensors
https://openalex.org/W4402522488,Digital Immune System
https://openalex.org/W4390638159,Advanced Semiconductors and Microelectronics
https://openalex.org/W4395267017,Climate Technologies
https://openalex.org/W4395538524,Digital Immune System
https://openalex.org/W4205258316,Quantum Technologies
https://openalex.org/W2598495917,Engineering Better Aging
https://openalex.org/W4390635800,Quantum Technologies
https://openalex.org/W4392159130,Next-Generation Software Development
https://openalex.org/W4404398379,Hypersonics
https://openalex.org/W4251389700,Biotechnologies
https://openalex.org/W4403400061,"Highly Automated, Autonomous, and Uncrewed Systems (UxS), and Robotics"
https://openalex.org/W4390700889,Biotechnologies
https://openalex.org/W1512082723,The Circular Economy
https://openalex.org/W4390665135,The IoT
https://openalex.org/W4390702262,Advanced Semiconductors and Microelectronics
https://openalex.org/W4390701675,The IoT
https://openalex.org/W4390702277,Quantum Technologies
https://openalex.org/W4398810114,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4395398912,Digital Immune System
https://openalex.org/W2764515646,On-Demand Drug Manufacturing
https://openalex.org/W1600881365,3D-Printed Houses Using Local Materials
https://openalex.org/W4395684075,"Highly Automated, Autonomous, and Uncrewed Systems (UxS), and Robotics"
https://openalex.org/W4395554302,Digital Immune System
https://openalex.org/W4395635521,Digital Immune System
https://openalex.org/W1573409773,Next-Generation Software Development
https://openalex.org/W2183682212,Personalized Health Platforms
https://openalex.org/W4395121736,Digital Immune System
https://openalex.org/W4400942135,Advanced Engineering Materials
https://openalex.org/W4394013229,Wearable plant sensors
https://openalex.org/W4402066166,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4392851186,The Circular Economy
https://openalex.org/W4390584677,Digital Immune System
https://openalex.org/W4394694796,Advanced Computing
https://openalex.org/W4395194514,Wearable plant sensors
https://openalex.org/W4399435116,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4393278153,Self-Fertilizing Crops
https://openalex.org/W629970806,Quantum Technologies
https://openalex.org/W3125226742,Large Action Models
https://openalex.org/W4395188864,Digital Immune System
https://openalex.org/W4405513821,Hypersonics
https://openalex.org/W4395315895,Climate Technologies
https://openalex.org/W4394707886,Advanced Engineering Materials
https://openalex.org/W4395535976,Digital Immune System
https://openalex.org/W3145528153,Digital Immune System
https://openalex.org/W2297831771,Spatial Computing 
https://openalex.org/W4393144087,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4398182947,Wearable plant sensors
https://openalex.org/W4404463492,Next-Generation Software Development
https://openalex.org/W4391218419,AI for Scientific Discorvery
https://openalex.org/W4395369084,Digital Immune System
https://openalex.org/W4395437801,Digital Immune System
https://openalex.org/W4392498919,Advanced Semiconductors and Microelectronics
https://openalex.org/W4398208019,Advanced Engineering Materials
https://openalex.org/W4390506881,Machine Learning
https://openalex.org/W4401914194,Next-Generation Software Development
https://openalex.org/W4396625109,Wearable plant sensors
https://openalex.org/W579466649,Machine Learning
https://openalex.org/W4396625320,Machine Learning
https://openalex.org/W2017364849,Personalized Health Platforms
https://openalex.org/W4395622565,Large Action Models
https://openalex.org/W4394857110,Machine Learning
https://openalex.org/W4392663706,Climate Technologies
https://openalex.org/W1809873675,Machine Learning
https://openalex.org/W4395324824,Climate Technologies
https://openalex.org/W4395439098,Climate Technologies
https://openalex.org/W4392875361,Advanced Semiconductors and Microelectronics
https://openalex.org/W1494876737,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4390972061,Digital Immune System
https://openalex.org/W1739779199,Spaced Based Connectivity
https://openalex.org/W4395609472,Wearable plant sensors
https://openalex.org/W4394062010,Wireless Biomarker Devices
https://openalex.org/W4390967596,Advanced Engineering Materials
https://openalex.org/W4390967602,Advanced Semiconductors and Microelectronics
https://openalex.org/W4390967737,Advanced Semiconductors and Microelectronics
https://openalex.org/W4390967482,Advanced Engineering Materials
https://openalex.org/W4391990146,Digital Immune System
https://openalex.org/W4392737580,Genomics for Transplants
https://openalex.org/W4394787252,3D-Printed Houses Using Local Materials
https://openalex.org/W4399939545,Biotechnologies
https://openalex.org/W4396735259,Next-Generation Software Development
https://openalex.org/W4403733476,Machine Learning
https://openalex.org/W637205171,Digital Immune System
https://openalex.org/W4396758529,Cloud Computing
https://openalex.org/W2117692113,Applied AI
https://openalex.org/W4391147054,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4400282101,AI for Scientific Discorvery
https://openalex.org/W4399176852,Multiagent Systems
https://openalex.org/W2913256821,Spaced Based Connectivity
https://openalex.org/W4392544734,Advanced Engineering Materials
https://openalex.org/W4390729618,Advanced Engineering Materials
https://openalex.org/W2511782873,Machine Learning
https://openalex.org/W4210323358,AI for Scientific Discorvery
https://openalex.org/W4394808183,Quantum Technologies
https://openalex.org/W3140169301,Wearable plant sensors
https://openalex.org/W4401856724,Advanced Computing
https://openalex.org/W4404612908,Machine Learning
https://openalex.org/W593789837,Next-Generation Software Development
https://openalex.org/W4401635615,Advanced Engineering Materials
https://openalex.org/W1586476125,Advanced Engineering Materials
https://openalex.org/W4396563482,Climate Technologies
https://openalex.org/W4395249813,Wearable plant sensors
https://openalex.org/W4390692489,Advanced Computing
https://openalex.org/W4236724942,Disinformation Security
https://openalex.org/W4400038606,Advanced Semiconductors and Microelectronics
https://openalex.org/W4400301836,Advanced Semiconductors and Microelectronics
https://openalex.org/W4396612850,Digital Immune System
https://openalex.org/W4395495760,Digital Immune System
https://openalex.org/W4399012570,Advanced and Networked Sensing and Signature Management
https://openalex.org/W1624859547,Advanced Engineering Materials
https://openalex.org/W4392817459,Advanced Engineering Materials
https://openalex.org/W4395339992,Advanced and Networked Sensing and Signature Management
https://openalex.org/W2517019524,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4400420294,Digital Immune System
https://openalex.org/W4390793092,Personalized Health Platforms
https://openalex.org/W4403868403,Next-Generation Software Development
https://openalex.org/W4391994727,Biotechnologies
https://openalex.org/W4392475192,Sustainable aviation fuel
https://openalex.org/W4395367910,Digital Immune System
https://openalex.org/W4243000864,Personalized Health Platforms
https://openalex.org/W4392754525,Digital Immune System
https://openalex.org/W1550189296,Cybersecurity
https://openalex.org/W4391413504,Climate Technologies
https://openalex.org/W4404106506,Alternative Livestock Feeds
https://openalex.org/W204790106,Cloud Computing
https://openalex.org/W4391289318,Sustainable aviation fuel
https://openalex.org/W4391379888,Personalized Health Platforms
https://openalex.org/W4403479110,Biotechnologies
https://openalex.org/W4395165281,Wearable plant sensors
https://openalex.org/W2903052580,Digital Immune System
https://openalex.org/W4393148714,Advanced Computing
https://openalex.org/W4255658185,Personalized Health Platforms
https://openalex.org/W586919860,Machine Learning
https://openalex.org/W4393854155,Personalized Health Platforms
https://openalex.org/W1698608285,Spatial Computing 
https://openalex.org/W4400762160,Machine Learning
https://openalex.org/W4395424438,Wearable plant sensors
https://openalex.org/W87643743,Advanced Engineering Materials
https://openalex.org/W2018385410,Alternative Livestock Feeds
https://openalex.org/W4392051461,AI for Scientific Discorvery
https://openalex.org/W2773805870,Alternative Livestock Feeds
https://openalex.org/W4392600894,Personalized Health Platforms
https://openalex.org/W4393345205,Digital Immune System
https://openalex.org/W4396140180,Wearable plant sensors
https://openalex.org/W609405272,Hypersonics
https://openalex.org/W4393108961,Large Action Models
https://openalex.org/W4403343845,AI for Scientific Discorvery
https://openalex.org/W4393323973,On-Demand Drug Manufacturing
https://openalex.org/W626639015,Advanced Engineering Materials
https://openalex.org/W4395585903,Wearable plant sensors
https://openalex.org/W4407292618,Designer phages
https://openalex.org/W4394897684,AI for Scientific Discorvery
https://openalex.org/W4395338395,Wearable plant sensors
https://openalex.org/W4393398521,Personalized Health Platforms
https://openalex.org/W1524031841,Climate Technologies
https://openalex.org/W4395651582,Wearable plant sensors
https://openalex.org/W4233452865,Advanced Engineering Materials
https://openalex.org/W4393044732,Advanced Semiconductors and Microelectronics
https://openalex.org/W4392168151,Biotechnologies
https://openalex.org/W4399077774,Personalized Health Platforms
https://openalex.org/W4210565317,Alternative Livestock Feeds
https://openalex.org/W2995106491,Biotechnologies
https://openalex.org/W4396946178,Climate Technologies
https://openalex.org/W4395385333,Wearable plant sensors
https://openalex.org/W4395432901,Digital Immune System
https://openalex.org/W4391816076,Quantum Technologies
https://openalex.org/W4392368898,Advanced Engineering Materials
https://openalex.org/W47171462,Advanced Computing
https://openalex.org/W4392468636,Integrated Communication and Networking Technologies
https://openalex.org/W4399578608,Advanced Semiconductors and Microelectronics
https://openalex.org/W4392381353,Advanced Engineering Materials
https://openalex.org/W4400379249,Integrated Communication and Networking Technologies
https://openalex.org/W4392380702,Advanced Engineering Materials
https://openalex.org/W4392381597,Quantum Technologies
https://openalex.org/W4390933442,Digital Immune System
https://openalex.org/W1535022931,Spaced Based Connectivity
https://openalex.org/W4392783067,Generative Artificial Intelligence
https://openalex.org/W4395260725,Climate Technologies
https://openalex.org/W4395334629,Wearable plant sensors
https://openalex.org/W4399387105,Digital Immune System
https://openalex.org/W4400041835,Quantum Technologies
https://openalex.org/W4404144203,Digital Immune System
https://openalex.org/W4402727764,Machine Learning
https://openalex.org/W4394019396,Climate Technologies
https://openalex.org/W4391925485,Genomics for Transplants
https://openalex.org/W4390583258,Engineering Better Aging
https://openalex.org/W4395248043,Digital Immune System
https://openalex.org/W4395200072,Climate Technologies
https://openalex.org/W4395550630,Large Action Models
https://openalex.org/W4403361827,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4398756379,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4391067309,Digital Immune System
https://openalex.org/W4391101037,Personalized Health Platforms
https://openalex.org/W4399373505,Personalized Health Platforms
https://openalex.org/W4395010444,Machine Learning
https://openalex.org/W4239450530,Advanced Engineering Materials
https://openalex.org/W4400030626,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4393855718,Machine Learning
https://openalex.org/W4394854456,Cloud Computing
https://openalex.org/W4401703556,Biotechnologies
https://openalex.org/W4205755059,Personalized Health Platforms
https://openalex.org/W4395282271,Wearable plant sensors
https://openalex.org/W4245779182,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4395302369,Digital Immune System
https://openalex.org/W4395146252,Wearable plant sensors
https://openalex.org/W4402118787,Large Action Models
https://openalex.org/W4395639793,Wearable plant sensors
https://openalex.org/W4395648587,Wearable plant sensors
https://openalex.org/W1600672919,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4402776467,Digital Immune System
https://openalex.org/W4402440368,Future of Space Technologies
https://openalex.org/W4401605948,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4236605067,Digital Immune System
https://openalex.org/W4392915167,Future of Robotics
https://openalex.org/W4393071097,Advanced Batteries
https://openalex.org/W4391090353,AI-Driven Diagnostics
https://openalex.org/W4392696257,Next-Generation Software Development
https://openalex.org/W4393978102,Alternative Livestock Feeds
https://openalex.org/W4394857483,Biotechnologies
https://openalex.org/W4393065402,Machine Learning
https://openalex.org/W4393065402,Autonomous Agents
https://openalex.org/W4393065402,Reinforcement Learning
https://openalex.org/W4400051243,Biotechnologies
https://openalex.org/W4390831323,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4395512406,Wearable plant sensors
https://openalex.org/W2294564314,Quantum Technologies
https://openalex.org/W4404841470,Climate Technologies
https://openalex.org/W2799138032,Next-Generation Software Development
https://openalex.org/W4393049160,Digital Immune System
https://openalex.org/W2394903686,AI TRiSM
https://openalex.org/W133706929,Quantum Technologies
https://openalex.org/W625723495,Digital Immune System
https://openalex.org/W4392098427,Personalized Health Platforms
https://openalex.org/W1699974644,Next-Generation Software Development
https://openalex.org/W4399074019,Advanced Engineering Materials
https://openalex.org/W4394747404,Personalized Health Platforms
https://openalex.org/W4402790757,Machine Learning
https://openalex.org/W4393906060,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4395338323,Wearable plant sensors
https://openalex.org/W4403293835,Digital Immune System
https://openalex.org/W4394941900,Advanced Semiconductors and Microelectronics
https://openalex.org/W4392741075,Machine Learning
https://openalex.org/W4230697868,Spatial Computing 
https://openalex.org/W4390765704,Biotechnologies
https://openalex.org/W4392353733,Cybersecurity
https://openalex.org/W4402128504,Personalized Health Platforms
https://openalex.org/W4390608966,Climate Technologies
https://openalex.org/W4403428004,Advanced Computing
https://openalex.org/W1872993293,Integrated Communication and Networking Technologies
https://openalex.org/W4392349824,Applied AI
https://openalex.org/W4404467047,Reinforcement Learning
https://openalex.org/W4395398936,Future of Space Technologies
https://openalex.org/W2739965732,Applied AI
https://openalex.org/W4401268665,Wearable plant sensors
https://openalex.org/W4401706280,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4252144378,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4400464190,Integrated Communication and Networking Technologies
https://openalex.org/W4392155415,Advanced Engineering Materials
https://openalex.org/W4390586937,Advanced Engineering Materials
https://openalex.org/W4396079005,Wearable plant sensors
https://openalex.org/W4206699449,Wearable plant sensors
https://openalex.org/W2798325333,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4392947521,AI for Scientific Discorvery
https://openalex.org/W4212885211,Integrated Communication and Networking Technologies
https://openalex.org/W1572411783,Engineering Better Aging
https://openalex.org/W4238793777,Internal Developer Portals
https://openalex.org/W595842147,Genomics for Transplants
https://openalex.org/W4395182412,Wearable plant sensors
https://openalex.org/W657493594,Personalized Health Platforms
https://openalex.org/W4392303931,Future of Mobility
https://openalex.org/W4391305802,Advanced Semiconductors and Microelectronics
https://openalex.org/W4395327169,Wearable plant sensors
https://openalex.org/W1571171681,Biotechnologies
https://openalex.org/W4396561214,Disinformation Security
https://openalex.org/W2169840877,Reinforcement Learning
https://openalex.org/W4393255879,Advanced and Networked Sensing and Signature Management
https://openalex.org/W4213343138,Advanced Semiconductors and Microelectronics
https://openalex.org/W4398172583,Wearable plant sensors
https://openalex.org/W4398786193,Generative Artificial Intelligence
https://openalex.org/W4400748356,Genomics for Transplants
https://openalex.org/W4395326895,Digital Immune System
https://openalex.org/W4402138234,Advanced Engineering Materials
https://openalex.org/W4395494058,Digital Immune System
https://openalex.org/W4401384015,Machine Learning
https://openalex.org/W4404349984,Engineering Better Aging
https://openalex.org/W4394911615,Cloud Computing
https://openalex.org/W4392472738,AI for Scientific Discorvery
https://openalex.org/W4395230065,Wearable plant sensors
https://openalex.org/W4395630074,Wearable plant sensors
https://openalex.org/W4404443409,AR Smart Glasses
https://openalex.org/W4288073656,Advanced Engineering Materials
